Candidate_ID,Requisition_ID,Application_Date,Department,Job_Role,Location,Recruitment_Source,Recruiter,Gender,Age,Experience_Years,Education_Level,Expected_Salary_GBP,Screening_Result,Interview_1_Date,Interview_1_Score,Assessment_Score,Interview_2_Date,Interview_2_Score,Offer_Status,Offer_Date,Offered_Salary_GBP,Candidate_Status,Joining_Date,Days_to_Hire,Hiring_Cost_GBP,Offer_Decline_Reason,Probation_Status,Application_Month,Application_Quarter,Salary_Gap_GBP,Is_Hired,Is_Offer_Extended,Is_Offer_Declined,Reached_Interview1,Reached_Interview2,Passed_Screening
CAN00837,REQ-FIN-2508-078,2025-08-22,Finance,Finance Analyst,London,Indeed,Amelia Carter,Male,34,2.2,Bachelor's,45500,Passed,2025-08-30,55.0,65.0,,,Not Reached,,,Rejected - Interview/Assessment,,,351.58,,,2025-08,2025Q3,,0,0,0,1,0,1
CAN00838,REQ-HR-2507-022,2025-07-03,HR,Recruitment Coordinator,Glasgow,Indeed,Oliver Bennett,Male,40,2.5,Bachelor's,34500,Passed,2025-07-14,76.0,76.0,2025-07-17,57.0,Accepted,2025-07-22,32500.0,Hired,2025-09-04,63.0,1131.14,,Passed,2025-07,2025Q3,-2000.0,1,1,0,1,1,1
CAN00839,REQ-SAL-2507-085,2025-07-13,Sales,Account Manager,London,Employee Referral,Daniel Evans,Male,31,9.4,Bachelor's,64500,Passed,2025-07-20,42.0,57.0,,,Not Reached,,,Rejected - Interview/Assessment,,,465.15,,,2025-07,2025Q3,,0,0,0,1,0,1
CAN00840,REQ-SAL-2603-037,2026-03-29,Sales,Sales Executive,Bristol,Employee Referral,Oliver Bennett,Male,39,5.4,A-Level / Equivalent,47000,Passed,2026-04-02,66.0,73.0,2026-04-04,80.0,Declined,2026-04-07,34500.0,Offer Declined,,,805.82,Accepted another offer,,2026-03,2026Q1,-12500.0,0,1,1,1,1,1
CAN00841,REQ-FIN-2512-062,2025-12-10,Finance,Finance Analyst,London,Company Careers Page,Oliver Bennett,Non-binary,39,1.1,Bachelor's,45500,Passed,2025-12-19,55.0,72.0,,,Not Reached,,,Rejected - Interview/Assessment,,,406.98,,,2025-12,2025Q4,,0,0,0,1,0,1
CAN00842,REQ-FIN-2606-063,2026-06-18,Finance,Management Accountant,Manchester,LinkedIn,Sophie Hughes,Female,20,1.0,Bachelor's,51500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,141.21,,,2026-06,2026Q2,,0,0,0,0,0,0
CAN00843,REQ-OPE-2509-013,2025-09-02,Operations,Quality Coordinator,Leeds,Company Careers Page,Sophie Hughes,Female,25,0.8,A-Level / Equivalent,38000,Passed,2025-09-13,71.0,69.0,2025-09-16,68.0,Not Reached,,,Rejected - Final Interview,,,447.31,,,2025-09,2025Q3,,0,0,0,1,1,1
CAN00844,REQ-TEC-2507-010,2025-07-05,Technology,IT Support Engineer,Bristol,Indeed,Daniel Evans,Male,30,0.8,Professional Qualification,32500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,160.01,,,2025-07,2025Q3,,0,0,0,0,0,0
CAN00845,REQ-SAL-2501-009,2025-01-26,Sales,Account Manager,Birmingham,Company Careers Page,Amelia Carter,Female,27,1.6,Bachelor's,43500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,183.55,,,2025-01,2025Q1,,0,0,0,0,0,0
CAN00846,REQ-FIN-2504-031,2025-04-13,Finance,Finance Analyst,Glasgow,Indeed,Jack Wilson,Female,26,7.0,Bachelor's,48000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,205.82,,,2025-04,2025Q2,,0,0,0,0,0,0
CAN00847,REQ-MAR-2501-066,2025-01-04,Marketing,Marketing Executive,Bristol,LinkedIn,Grace Patel,Female,34,1.6,Master's,32500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,187.03,,,2025-01,2025Q1,,0,0,0,0,0,0
CAN00848,REQ-OPE-2506-029,2025-06-27,Operations,Quality Coordinator,Manchester,Indeed,Daniel Evans,Non-binary,38,9.6,Master's,40000,Passed,2025-07-05,68.0,55.0,,,Not Reached,,,Rejected - Interview/Assessment,,,391.71,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN00849,REQ-SAL-2601-056,2026-01-11,Sales,Business Development Executive,Leeds,University/Campus,Grace Patel,Male,38,0.7,Master's,42500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,264.82,,,2026-01,2026Q1,,0,0,0,0,0,0
CAN00850,REQ-TEC-2606-070,2026-06-22,Technology,Data Analyst,Birmingham,Indeed,Sophie Hughes,Male,20,1.0,Diploma,43500,Passed,2026-06-30,69.0,84.0,2026-07-06,93.0,Not Reached,,,Rejected - Final Interview,,,289.84,,,2026-06,2026Q2,,0,0,0,1,1,1
CAN00851,REQ-SAL-2503-063,2025-03-13,Sales,Sales Executive,Manchester,Employee Referral,Oliver Bennett,Female,34,4.7,Diploma,37500,Passed,2025-03-19,58.0,82.0,2025-03-27,71.0,Accepted,2025-03-30,38000.0,Hired,2025-04-16,34.0,1292.98,,Passed,2025-03,2025Q1,500.0,1,1,0,1,1,1
CAN00852,REQ-HR-2508-017,2025-08-22,HR,L&D Coordinator,Manchester,LinkedIn,Amelia Carter,Male,28,2.6,Diploma,34500,Passed,2025-09-01,58.0,75.0,2025-09-03,67.0,Accepted,2025-09-05,31500.0,Hired,2025-09-28,37.0,1005.53,,Passed,2025-08,2025Q3,-3000.0,1,1,0,1,1,1
CAN00853,REQ-TEC-2607-051,2026-07-22,Technology,Software Engineer,Birmingham,LinkedIn,Amelia Carter,Male,25,6.0,Master's,68000,Passed,2026-08-01,58.0,64.0,,,Not Reached,,,Rejected - Interview/Assessment,,,419.21,,,2026-07,2026Q3,,0,0,0,1,0,1
CAN00854,REQ-SAL-2606-053,2026-06-23,Sales,Account Manager,London,Employee Referral,Oliver Bennett,Male,20,1.0,Bachelor's,49500,Passed,2026-06-29,40.0,61.0,,,Not Reached,,,Rejected - Interview/Assessment,,,531.63,,,2026-06,2026Q2,,0,0,0,1,0,1
CAN00855,REQ-OPE-2502-044,2025-02-07,Operations,Quality Coordinator,London,LinkedIn,Grace Patel,Male,29,1.1,Master's,37500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,270.7,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN00856,REQ-FIN-2507-013,2025-07-29,Finance,Payroll Officer,London,Company Careers Page,Grace Patel,Female,25,6.0,Bachelor's,39500,Passed,2025-08-09,73.0,75.0,2025-08-16,55.0,Not Reached,,,Rejected - Final Interview,,,395.33,,,2025-07,2025Q3,,0,0,0,1,1,1
CAN00857,REQ-HR-2511-006,2025-11-09,HR,HR Advisor,London,Company Careers Page,Grace Patel,Male,44,4.8,A-Level / Equivalent,46000,Passed,2025-11-18,68.0,74.0,2025-11-23,83.0,Accepted,2025-11-27,48000.0,Hired,2026-01-14,66.0,612.9,,Passed,2025-11,2025Q4,2000.0,1,1,0,1,1,1
CAN00858,REQ-FIN-2506-021,2025-06-17,Finance,Management Accountant,Liverpool,Company Careers Page,Daniel Evans,Female,40,1.1,Master's,54000,Passed,2025-06-26,85.0,96.0,2025-07-01,69.0,Accepted,2025-07-04,55000.0,Hired,2025-07-19,32.0,706.72,,Passed,2025-06,2025Q2,1000.0,1,1,0,1,1,1
CAN00859,REQ-SAL-2502-009,2025-02-25,Sales,Sales Executive,Birmingham,LinkedIn,Amelia Carter,Female,38,0.4,Diploma,31000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,141.29,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN00860,REQ-SAL-2605-034,2026-05-10,Sales,Sales Executive,Manchester,Job Fair,Jack Wilson,Female,37,5.3,Master's,41500,Passed,2026-05-17,47.0,70.0,,,Not Reached,,,Rejected - Interview/Assessment,,,447.02,,,2026-05,2026Q2,,0,0,0,1,0,1
CAN00861,REQ-FIN-2604-031,2026-04-23,Finance,Management Accountant,Manchester,LinkedIn,Daniel Evans,Female,33,6.2,Bachelor's,61500,Passed,2026-05-01,75.0,87.0,2026-05-03,79.0,Accepted,2026-05-04,57000.0,Hired,2026-05-25,32.0,747.44,,Passed,2026-04,2026Q2,-4500.0,1,1,0,1,1,1
CAN00862,REQ-TEC-2508-020,2025-08-28,Technology,Cyber Security Analyst,Manchester,Company Careers Page,Grace Patel,Female,33,0.1,Bachelor's,53500,Passed,2025-09-04,62.0,60.0,,,Not Reached,,,Rejected - Interview/Assessment,,,289.68,,,2025-08,2025Q3,,0,0,0,1,0,1
CAN00863,REQ-SAL-2607-038,2026-07-18,Sales,Sales Executive,Glasgow,Job Fair,Grace Patel,Female,35,0.6,Diploma,34000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,251.08,,,2026-07,2026Q3,,0,0,0,0,0,0
CAN00864,REQ-MAR-2503-010,2025-03-05,Marketing,Marketing Executive,London,Job Fair,Sophie Hughes,Female,23,2.7,Diploma,37500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,365.53,,,2025-03,2025Q1,,0,0,0,0,0,0
CAN00865,REQ-CUS-2507-013,2025-07-31,Customer Service,Customer Service Advisor,Glasgow,Company Careers Page,Amelia Carter,Female,39,1.2,Bachelor's,27500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,107.0,,,2025-07,2025Q3,,0,0,0,0,0,0
CAN00866,REQ-TEC-2506-043,2025-06-15,Technology,Data Analyst,London,Company Careers Page,Oliver Bennett,Male,32,1.5,Bachelor's,45000,Passed,2025-06-25,67.0,65.0,,,Not Reached,,,Rejected - Interview/Assessment,,,164.1,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN00867,REQ-TEC-2603-024,2026-03-11,Technology,Data Analyst,Manchester,Employee Referral,Grace Patel,Female,28,9.0,Bachelor's,57500,Passed,2026-03-15,73.0,77.0,2026-03-21,49.0,Not Reached,,,Rejected - Final Interview,,,568.95,,,2026-03,2026Q1,,0,0,0,1,1,1
CAN00868,REQ-TEC-2508-019,2025-08-07,Technology,IT Support Engineer,Manchester,Indeed,Grace Patel,Female,37,10.6,Bachelor's,42000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,134.57,,,2025-08,2025Q3,,0,0,0,0,0,0
CAN00869,REQ-FIN-2606-074,2026-06-16,Finance,Finance Analyst,Bristol,LinkedIn,Oliver Bennett,Female,30,6.6,Bachelor's,47000,Passed,2026-06-24,79.0,67.0,2026-07-02,62.0,Accepted,2026-07-05,50000.0,Hired,2026-08-19,64.0,1061.46,,In Progress,2026-06,2026Q2,3000.0,1,1,0,1,1,1
CAN00870,REQ-FIN-2511-050,2025-11-05,Finance,Payroll Officer,Manchester,Company Careers Page,Daniel Evans,Male,29,2.6,Diploma,34500,Passed,2025-11-11,63.0,66.0,,,Not Reached,,,Rejected - Interview/Assessment,,,348.48,,,2025-11,2025Q4,,0,0,0,1,0,1
CAN00871,REQ-MAR-2504-029,2025-04-20,Marketing,Marketing Analyst,Liverpool,Indeed,Jack Wilson,Male,40,1.8,A-Level / Equivalent,46000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,233.1,,,2025-04,2025Q2,,0,0,0,0,0,0
CAN00872,REQ-SAL-2511-062,2025-11-01,Sales,Business Development Executive,Glasgow,Job Fair,Grace Patel,Male,31,7.7,Bachelor's,45500,Passed,2025-11-13,43.0,45.0,,,Not Reached,,,Rejected - Interview/Assessment,,,474.88,,,2025-11,2025Q4,,0,0,0,1,0,1
CAN00873,REQ-OPE-2503-069,2025-03-17,Operations,Quality Coordinator,Birmingham,Employee Referral,Oliver Bennett,Male,28,2.6,Professional Qualification,35000,Passed,2025-03-25,50.0,56.0,,,Not Reached,,,Rejected - Interview/Assessment,,,514.56,,,2025-03,2025Q1,,0,0,0,1,0,1
CAN00874,REQ-TEC-2602-078,2026-02-20,Technology,Data Analyst,Edinburgh,Company Careers Page,Daniel Evans,Female,36,4.4,Bachelor's,46500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,67.46,,,2026-02,2026Q1,,0,0,0,0,0,0
CAN00875,REQ-SAL-2602-076,2026-02-14,Sales,Business Development Executive,Liverpool,Employee Referral,Grace Patel,Male,30,3.8,Bachelor's,44000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,273.38,,,2026-02,2026Q1,,0,0,0,0,0,0
CAN00876,REQ-CUS-2503-048,2025-03-17,Customer Service,Customer Experience Executive,London,Recruitment Agency,Amelia Carter,Male,32,5.6,Diploma,33000,Passed,2025-03-24,57.0,80.0,,,Not Reached,,,Rejected - Interview/Assessment,,,1223.13,,,2025-03,2025Q1,,0,0,0,1,0,1
CAN00877,REQ-TEC-2503-061,2025-03-27,Technology,Cyber Security Analyst,Leeds,Employee Referral,Daniel Evans,Male,32,3.0,A-Level / Equivalent,55500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,272.91,,,2025-03,2025Q1,,0,0,0,0,0,0
CAN00878,REQ-HR-2605-053,2026-05-11,HR,L&D Coordinator,Glasgow,Employee Referral,Jack Wilson,Prefer not to say,33,4.3,A-Level / Equivalent,37000,Passed,2026-05-21,59.0,67.0,,,Not Reached,,,Rejected - Interview/Assessment,,,448.27,,,2026-05,2026Q2,,0,0,0,1,0,1
CAN00879,REQ-TEC-2502-054,2025-02-21,Technology,Cyber Security Analyst,Birmingham,Company Careers Page,Amelia Carter,Female,34,1.7,Diploma,55000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,165.24,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN00880,REQ-SAL-2509-002,2025-09-04,Sales,Business Development Executive,London,LinkedIn,Daniel Evans,Male,38,0.4,Bachelor's,42000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,157.94,,,2025-09,2025Q3,,0,0,0,0,0,0
CAN00881,REQ-TEC-2508-019,2025-08-28,Technology,Data Analyst,Manchester,Company Careers Page,Jack Wilson,Female,23,4.0,A-Level / Equivalent,46000,Passed,2025-09-02,75.0,71.0,2025-09-07,85.0,Accepted,2025-09-09,44000.0,Hired,2025-09-26,29.0,565.95,,Passed,2025-08,2025Q3,-2000.0,1,1,0,1,1,1
CAN00882,REQ-CUS-2506-054,2025-06-14,Customer Service,Customer Experience Executive,Birmingham,Employee Referral,Daniel Evans,Male,20,0.4,Bachelor's,32500,Passed,2025-06-25,79.0,70.0,2025-06-27,69.0,Accepted,2025-06-29,32000.0,Hired,2025-08-11,58.0,885.22,,Not Passed,2025-06,2025Q2,-500.0,1,1,0,1,1,1
CAN00883,REQ-CUS-2510-040,2025-10-20,Customer Service,Customer Service Advisor,Manchester,Indeed,Jack Wilson,Male,39,3.6,Diploma,30500,Passed,2025-11-01,76.0,81.0,2025-11-09,60.0,Not Reached,,,Rejected - Final Interview,,,332.11,,,2025-10,2025Q4,,0,0,0,1,1,1
CAN00884,REQ-CUS-2603-070,2026-03-16,Customer Service,Customer Experience Executive,Liverpool,Company Careers Page,Daniel Evans,Female,25,1.6,Master's,32000,Passed,2026-03-27,87.0,79.0,2026-03-31,63.0,Accepted,2026-04-06,27500.0,Hired,2026-05-28,73.0,393.38,,Passed,2026-03,2026Q1,-4500.0,1,1,0,1,1,1
CAN00885,REQ-OPE-2511-070,2025-11-03,Operations,Operations Analyst,Leeds,Employee Referral,Oliver Bennett,Male,36,5.6,Master's,44500,Passed,2025-11-12,55.0,77.0,,,Not Reached,,,Rejected - Interview/Assessment,,,549.4,,,2025-11,2025Q4,,0,0,0,1,0,1
CAN00886,REQ-TEC-2507-031,2025-07-27,Technology,IT Support Engineer,Birmingham,Recruitment Agency,Amelia Carter,Female,44,2.4,Bachelor's,36500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,1095.56,,,2025-07,2025Q3,,0,0,0,0,0,0
CAN00887,REQ-SAL-2604-078,2026-04-12,Sales,Business Development Executive,Manchester,Company Careers Page,Grace Patel,Male,22,3.0,Bachelor's,36000,Passed,2026-04-22,57.0,83.0,2026-04-26,67.0,Accepted,2026-04-28,40000.0,Hired,2026-06-01,50.0,1031.78,,In Progress,2026-04,2026Q2,4000.0,1,1,0,1,1,1
CAN00888,REQ-TEC-2603-036,2026-03-02,Technology,Cyber Security Analyst,Leeds,Employee Referral,Oliver Bennett,Female,24,2.2,Bachelor's,53500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,274.95,,,2026-03,2026Q1,,0,0,0,0,0,0
CAN00889,REQ-TEC-2506-007,2025-06-22,Technology,Software Engineer,Bristol,Indeed,Sophie Hughes,Non-binary,43,3.6,A-Level / Equivalent,59500,Passed,2025-06-30,63.0,73.0,2025-07-09,70.0,Accepted,2025-07-14,56000.0,Hired,2025-08-29,68.0,1095.84,,Passed,2025-06,2025Q2,-3500.0,1,1,0,1,1,1
CAN00890,REQ-TEC-2601-016,2026-01-30,Technology,IT Support Engineer,London,Indeed,Jack Wilson,Female,23,3.3,Bachelor's,38000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,246.96,,,2026-01,2026Q1,,0,0,0,0,0,0
CAN00891,REQ-TEC-2602-003,2026-02-02,Technology,Cyber Security Analyst,Bristol,LinkedIn,Sophie Hughes,Female,27,1.6,Master's,55000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,240.48,,,2026-02,2026Q1,,0,0,0,0,0,0
CAN00892,REQ-TEC-2505-041,2025-05-23,Technology,IT Support Engineer,Manchester,LinkedIn,Amelia Carter,Male,32,2.0,Diploma,37000,Passed,2025-05-31,84.0,62.0,2025-06-06,88.0,Accepted,2025-06-08,39000.0,Hired,2025-06-25,33.0,601.01,,Passed,2025-05,2025Q2,2000.0,1,1,0,1,1,1
CAN00893,REQ-SAL-2607-001,2026-07-10,Sales,Account Manager,Manchester,Company Careers Page,Oliver Bennett,Male,27,1.3,A-Level / Equivalent,46000,Passed,2026-07-19,76.0,77.0,2026-07-24,98.0,Accepted,2026-07-29,46000.0,Hired,2026-08-22,43.0,591.81,,In Progress,2026-07,2026Q3,0.0,1,1,0,1,1,1
CAN00894,REQ-SAL-2607-027,2026-07-31,Sales,Business Development Executive,Liverpool,LinkedIn,Daniel Evans,Female,26,6.4,Professional Qualification,44500,Passed,2026-08-12,90.0,73.0,2026-08-19,63.0,Accepted,2026-08-23,41500.0,Hired,2026-09-20,51.0,657.78,,In Progress,2026-07,2026Q3,-3000.0,1,1,0,1,1,1
CAN00895,REQ-SAL-2605-018,2026-05-27,Sales,Business Development Executive,London,Employee Referral,Daniel Evans,Male,28,3.1,Bachelor's,40500,Passed,2026-06-05,75.0,63.0,2026-06-07,77.0,Accepted,2026-06-08,43000.0,Hired,2026-07-15,49.0,1139.72,,In Progress,2026-05,2026Q2,2500.0,1,1,0,1,1,1
CAN00896,REQ-FIN-2606-045,2026-06-20,Finance,Management Accountant,London,Indeed,Amelia Carter,Female,20,1.0,Bachelor's,55500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,221.54,,,2026-06,2026Q2,,0,0,0,0,0,0
CAN00897,REQ-SAL-2504-012,2025-04-12,Sales,Business Development Executive,Manchester,Employee Referral,Amelia Carter,Male,35,0.5,Diploma,39000,Passed,2025-04-17,62.0,73.0,2025-04-21,69.0,Accepted,2025-04-22,40500.0,Hired,2025-05-30,48.0,862.33,,Not Passed,2025-04,2025Q2,1500.0,1,1,0,1,1,1
CAN00898,REQ-HR-2504-037,2025-04-13,HR,Recruitment Coordinator,Liverpool,Company Careers Page,Grace Patel,Female,38,4.0,Master's,36000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,60.19,,,2025-04,2025Q2,,0,0,0,0,0,0
CAN00899,REQ-FIN-2511-001,2025-11-03,Finance,Finance Analyst,London,Indeed,Oliver Bennett,Female,22,3.0,Bachelor's,50500,Passed,2025-11-07,74.0,63.0,2025-11-10,77.0,Declined,2025-11-15,48000.0,Offer Declined,,,528.53,Notice period,,2025-11,2025Q4,-2500.0,0,1,1,1,1,1
CAN00900,REQ-OPE-2507-045,2025-07-09,Operations,Operations Executive,Manchester,LinkedIn,Daniel Evans,Female,44,4.5,Diploma,41000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,254.03,,,2025-07,2025Q3,,0,0,0,0,0,0
CAN00901,REQ-SAL-2607-035,2026-07-31,Sales,Account Manager,Glasgow,Recruitment Agency,Oliver Bennett,Male,32,4.8,Bachelor's,50500,Passed,2026-08-08,62.0,64.0,2026-08-17,68.0,Accepted,2026-08-21,51500.0,Hired,2026-10-12,73.0,1599.91,,In Progress,2026-07,2026Q3,1000.0,1,1,0,1,1,1
CAN00902,REQ-CUS-2601-065,2026-01-16,Customer Service,Customer Experience Executive,Edinburgh,Employee Referral,Jack Wilson,Female,24,2.1,Master's,31500,Passed,2026-01-24,74.0,69.0,2026-01-29,72.0,Accepted,2026-01-31,34000.0,Hired,2026-03-14,57.0,657.18,,Passed,2026-01,2026Q1,2500.0,1,1,0,1,1,1
CAN00903,REQ-SAL-2508-078,2025-08-26,Sales,Business Development Executive,Bristol,Job Fair,Grace Patel,Female,29,2.9,Master's,41500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,265.65,,,2025-08,2025Q3,,0,0,0,0,0,0
CAN00904,REQ-TEC-2507-051,2025-07-05,Technology,Data Analyst,London,Company Careers Page,Grace Patel,Male,41,3.9,Diploma,48000,Passed,2025-07-15,82.0,61.0,2025-07-19,92.0,Accepted,2025-07-25,50500.0,Hired,2025-08-15,41.0,716.89,,Passed,2025-07,2025Q3,2500.0,1,1,0,1,1,1
CAN00905,REQ-OPE-2511-067,2025-11-17,Operations,Operations Executive,London,Indeed,Daniel Evans,Male,22,3.0,Diploma,37500,Passed,2025-11-20,59.0,74.0,,,Not Reached,,,Rejected - Interview/Assessment,,,338.13,,,2025-11,2025Q4,,0,0,0,1,0,1
CAN00906,REQ-HR-2506-057,2025-06-06,HR,Recruitment Coordinator,Manchester,Indeed,Amelia Carter,Male,25,5.7,Master's,32500,Passed,2025-06-10,68.0,90.0,2025-06-15,60.0,Accepted,2025-06-19,33000.0,Hired,2025-08-10,65.0,835.45,,Passed,2025-06,2025Q2,500.0,1,1,0,1,1,1
CAN00907,REQ-MAR-2511-081,2025-11-23,Marketing,Digital Marketing Specialist,Birmingham,Indeed,Daniel Evans,Non-binary,35,5.9,Diploma,47000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,213.19,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN00908,REQ-MAR-2511-055,2025-11-07,Marketing,Marketing Analyst,Manchester,LinkedIn,Oliver Bennett,Female,25,1.7,Bachelor's,40500,Passed,2025-11-19,68.0,71.0,,,Not Reached,,,Rejected - Interview/Assessment,,,347.24,,,2025-11,2025Q4,,0,0,0,1,0,1
CAN00909,REQ-SAL-2507-039,2025-07-31,Sales,Account Manager,London,LinkedIn,Daniel Evans,Female,30,0.7,Bachelor's,47000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,146.41,,,2025-07,2025Q3,,0,0,0,0,0,0
CAN00910,REQ-MAR-2505-013,2025-05-14,Marketing,Marketing Analyst,Leeds,LinkedIn,Sophie Hughes,Male,37,3.0,Master's,42000,Passed,2025-05-26,52.0,58.0,,,Not Reached,,,Rejected - Interview/Assessment,,,321.21,,,2025-05,2025Q2,,0,0,0,1,0,1
CAN00911,REQ-MAR-2511-045,2025-11-06,Marketing,Marketing Executive,London,Job Fair,Daniel Evans,Male,42,1.9,Bachelor's,40000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,293.35,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN00912,REQ-SAL-2512-037,2025-12-08,Sales,Sales Executive,Liverpool,LinkedIn,Jack Wilson,Male,31,4.1,Diploma,40500,Passed,2025-12-17,64.0,74.0,2025-12-21,74.0,Not Reached,,,Rejected - Final Interview,,,481.65,,,2025-12,2025Q4,,0,0,0,1,1,1
CAN00913,REQ-MAR-2603-049,2026-03-13,Marketing,Digital Marketing Specialist,Bristol,Company Careers Page,Oliver Bennett,Female,33,1.5,Master's,42500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,136.3,,,2026-03,2026Q1,,0,0,0,0,0,0
CAN00914,REQ-SAL-2507-082,2025-07-05,Sales,Business Development Executive,Manchester,LinkedIn,Grace Patel,Female,20,1.0,Bachelor's,38500,Passed,2025-07-12,40.0,56.0,,,Not Reached,,,Rejected - Interview/Assessment,,,320.48,,,2025-07,2025Q3,,0,0,0,1,0,1
CAN00915,REQ-SAL-2512-020,2025-12-28,Sales,Account Manager,Birmingham,Employee Referral,Amelia Carter,Non-binary,31,3.0,Diploma,52500,Passed,2026-01-06,75.0,84.0,2026-01-08,84.0,Declined,2026-01-09,46000.0,Offer Declined,,,795.45,Notice period,,2025-12,2025Q4,-6500.0,0,1,1,1,1,1
CAN00916,REQ-CUS-2510-080,2025-10-29,Customer Service,Customer Experience Executive,London,LinkedIn,Oliver Bennett,Female,41,1.3,Bachelor's,32000,Passed,2025-11-07,81.0,66.0,2025-11-09,51.0,Not Reached,,,Rejected - Final Interview,,,359.4,,,2025-10,2025Q4,,0,0,0,1,1,1
CAN00917,REQ-OPE-2502-080,2025-02-12,Operations,Operations Executive,London,LinkedIn,Sophie Hughes,Female,30,2.1,Bachelor's,36000,Passed,2025-02-18,70.0,59.0,2025-02-26,62.0,Not Reached,,,Rejected - Final Interview,,,500.19,,,2025-02,2025Q1,,0,0,0,1,1,1
CAN00918,REQ-TEC-2511-013,2025-11-02,Technology,Software Engineer,London,LinkedIn,Jack Wilson,Male,33,3.3,Master's,60000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,205.77,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN00919,REQ-SAL-2510-079,2025-10-19,Sales,Business Development Executive,London,LinkedIn,Grace Patel,Male,32,3.8,Bachelor's,42500,Passed,2025-10-31,60.0,70.0,,,Not Reached,,,Rejected - Interview/Assessment,,,380.21,,,2025-10,2025Q4,,0,0,0,1,0,1
CAN00920,REQ-HR-2605-053,2026-05-06,HR,Recruitment Coordinator,Edinburgh,LinkedIn,Daniel Evans,Female,40,2.2,Bachelor's,31500,Passed,2026-05-14,61.0,70.0,2026-05-19,92.0,Accepted,2026-05-25,31000.0,Hired,2026-06-18,43.0,904.37,,In Progress,2026-05,2026Q2,-500.0,1,1,0,1,1,1
CAN00921,REQ-MAR-2601-022,2026-01-29,Marketing,Digital Marketing Specialist,Bristol,Company Careers Page,Oliver Bennett,Female,33,3.7,Master's,43000,Passed,2026-02-03,76.0,76.0,2026-02-11,70.0,Declined,2026-02-12,43500.0,Offer Declined,,,471.72,Accepted another offer,,2026-01,2026Q1,500.0,0,1,1,1,1,1
CAN00922,REQ-HR-2511-018,2025-11-16,HR,L&D Coordinator,Edinburgh,Indeed,Oliver Bennett,Female,39,3.0,Master's,41500,Passed,2025-11-19,76.0,56.0,2025-11-21,80.0,Declined,2025-11-26,36500.0,Offer Declined,,,583.21,Accepted another offer,,2025-11,2025Q4,-5000.0,0,1,1,1,1,1
CAN00923,REQ-CUS-2602-013,2026-02-27,Customer Service,Customer Service Advisor,London,University/Campus,Daniel Evans,Female,26,4.9,Bachelor's,32500,Passed,2026-03-03,42.0,61.0,,,Not Reached,,,Rejected - Interview/Assessment,,,484.78,,,2026-02,2026Q1,,0,0,0,1,0,1
CAN00924,REQ-CUS-2506-011,2025-06-09,Customer Service,Customer Service Advisor,Birmingham,Job Fair,Oliver Bennett,Male,33,4.8,Bachelor's,33000,Passed,2025-06-12,74.0,79.0,2025-06-17,91.0,Declined,2025-06-19,30500.0,Offer Declined,,,753.55,Counter-offer from current employer,,2025-06,2025Q2,-2500.0,0,1,1,1,1,1
